id,label
0,3
1,1
2,8
3,0
4,6
5,6
6,1
7,6
8,3
9,1
10,0
11,9
12,6
13,7
14,9
15,8
16,7
17,7
18,8
19,6
20,7
21,0
22,4
23,1
24,4
25,2
26,4
27,0
28,9
29,6
30,6
31,5
32,8
33,5
34,9
35,1
36,4
37,1
38,9
39,5
40,0
41,6
42,7
43,6
44,0
45,9
46,3
47,1
48,7
49,6
50,9
51,8
52,7
53,6
54,8
55,8
56,7
57,7
58,5
59,5
60,7
61,5
62,6
63,3
64,6
65,2
66,1
67,2
68,8
69,7
70,2
71,6
72,8
73,8
74,0
75,2
76,0
77,3
78,7
79,8
80,8
81,1
82,1
83,7
84,2
85,7
86,7
87,0
88,8
89,1
90,0
91,2
92,8
93,6
94,4
95,6
96,6
97,0
98,0
99,7
100,4
101,5
102,6
103,6
104,1
105,1
106,6
107,6
108,8
109,7
110,4
111,0
112,2
113,2
114,1
115,3
116,0
117,4
118,2
119,7
120,8
121,5
122,1
123,2
124,8
125,0
126,8
127,6
128,5
129,2
130,4
131,1
132,8
133,9
134,1
135,2
136,9
137,7
138,2
139,0
140,6
141,5
142,6
143,7
144,8
145,7
146,6
147,5
148,5
149,2
150,8
151,1
152,6
153,0
154,0
155,5
156,2
157,9
158,5
159,4
160,2
161,1
162,6
163,6
164,0
165,2
166,8
167,6
168,5
169,0
170,9
171,1
172,9
173,8
174,1
175,9
176,6
177,7
178,2
179,0
180,0
181,5
182,2
183,2
184,0
185,8
186,6
187,3
188,2
189,0
190,5
191,8
192,0
193,1
194,7
195,7
196,8
197,8
198,7
199,8
200,5
201,1
202,8
203,0
204,1
205,3
206,0
207,5
208,7
209,9
210,7
211,0
212,5
213,8
214,1
215,0
216,7
217,9
218,8
219,2
220,7
221,6
222,9
223,4
224,3
225,1
226,0
227,4
228,7
229,6
230,5
231,1
232,7
233,8
234,8
235,0
236,4
237,0
238,5
239,5
240,1
241,1
242,8
243,9
244,0
245,6
246,1
247,9
248,2
249,0
250,5
251,3
252,9
253,1
254,2
255,0
256,3
257,0
258,0
259,1
260,8
261,1
262,5
263,6
264,8
265,0
266,2
267,4
268,7
269,0
270,2
271,3
272,6
273,7
274,8
275,0
276,0
277,2
278,4
279,6
280,1
281,1
282,6
283,1
284,1
285,9
286,1
287,8
288,7
289,9
290,1
291,2
292,6
293,1
294,8
295,4
296,6
297,0
298,0
299,6
300,6
301,6
302,2
303,8
304,6
305,1
306,8
307,2
308,1
309,2
310,8
311,6
312,0
313,2
314,7
315,0
316,7
317,7
318,5
319,5
320,3
321,5
322,2
323,7
324,7
325,1
326,7
327,5
328,2
329,6
330,1
331,1
332,5
333,6
334,6
335,9
336,3
337,8
338,0
339,7
340,2
341,6
342,2
343,1
344,8
345,5
346,4
347,6
348,8
349,1
350,9
351,1
352,0
353,2
354,3
355,6
356,5
357,2
358,8
359,0
360,9
361,5
362,8
363,1
364,9
365,8
366,1
367,2
368,8
369,1
370,4
371,7
372,9
373,2
374,2
375,7
376,0
377,7
378,8
379,6
380,6
381,1
382,0
383,0
384,2
385,0
386,7
387,7
388,2
389,5
390,1
391,2
392,6
393,2
394,1
395,6
396,2
397,0
398,0
399,1
400,9
401,8
402,7
403,8
404,8
405,6
406,0
407,1
408,8
409,2
410,7
411,8
412,0
413,6
414,1
415,9
416,0
417,7
418,2
419,7
420,4
421,5
422,8
423,0
424,2
425,9
426,6
427,4
428,0
429,6
430,2
431,5
432,3
433,7
434,1
435,7
436,6
437,2
438,5
439,1
440,1
441,2
442,9
443,9
444,5
445,7
446,5
447,0
448,2
449,0
450,2
451,9
452,7
453,7
454,9
455,2
456,4
457,7
458,4
459,0
460,5
461,6
462,1
463,4
464,6
465,4
466,4
467,3
468,7
469,8
470,4
471,7
472,8
473,0
474,5
475,7
476,6
477,0
478,5
479,4
480,8
481,6
482,8
483,3
484,5
485,0
486,9
487,9
488,4
489,0
490,1
491,0
492,8
493,1
494,1
495,8
496,0
497,2
498,2
499,0
500,4
501,6
502,5
503,4
504,9
505,4
506,7
507,9
508,1
509,4
510,5
511,6
512,6
513,1
514,5
515,3
516,8
517,9
518,7
519,0
520,5
521,7
522,0
523,7
524,0
525,5
526,8
527,0
528,4
529,6
530,9
531,0
532,1
533,5
534,6
535,6
536,6
537,6
538,9
539,0
540,1
541,7
542,6
543,7
544,5
545,9
546,1
547,6
548,2
549,5
550,7
551,5
552,8
553,5
554,9
555,4
556,6
557,4
558,3
559,2
560,0
561,7
562,6
563,2
564,2
565,5
566,9
567,7
568,9
569,2
570,2
571,7
572,1
573,3
574,6
575,6
576,8
577,8
578,7
579,5
580,4
581,0
582,8
583,4
584,0
585,1
586,3
587,4
588,8
589,9
590,6
591,9
592,2
593,6
594,1
595,4
596,7
597,0
598,2
599,3
600,8
601,5
602,0
603,2
604,1
605,6
606,1
607,0
608,7
609,9
610,6
611,1
612,8
613,8
614,5
615,8
616,6
617,6
618,2
619,1
620,7
621,1
622,1
623,0
624,7
625,9
626,1
627,4
628,4
629,1
630,8
631,2
632,6
633,8
634,7
635,6
636,8
637,2
638,0
639,5
640,2
641,6
642,0
643,7
644,9
645,1
646,6
647,4
648,4
649,5
650,3
651,1
652,5
653,6
654,9
655,0
656,1
657,1
658,4
659,1
660,9
661,4
662,7
663,6
664,1
665,0
666,1
667,0
668,1
669,3
670,6
671,5
672,8
673,3
674,2
675,0
676,6
677,1
678,2
679,5
680,1
681,6
682,0
683,0
684,9
685,2
686,9
687,2
688,3
689,0
690,3
691,2
692,0
693,7
694,8
695,3
696,8
697,2
698,7
699,5
700,7
701,2
702,4
703,8
704,7
705,4
706,2
707,9
708,0
709,8
710,6
711,0
712,8
713,7
714,4
715,6
716,3
717,8
718,4
719,9
720,4
721,8
722,8
723,1
724,8
725,1
726,1
727,0
728,6
729,5
730,5
731,0
732,7
733,1
734,1
735,2
736,1
737,4
738,1
739,7
740,5
741,7
742,0
743,7
744,9
745,7
746,6
747,6
748,2
749,3
750,9
751,0
752,9
753,1
754,2
755,2
756,6
757,8
758,2
759,1
760,0
761,2
762,6
763,0
764,1
765,2
766,7
767,0
768,5
769,4
770,0
771,1
772,6
773,6
774,0
775,2
776,0
777,6
778,0
779,6
780,9
781,1
782,7
783,6
784,7
785,0
786,3
787,9
788,6
789,8
790,0
791,0
792,0
793,7
794,2
795,7
796,1
797,4
798,7
799,6
800,7
801,1
802,0
803,7
804,4
805,4
806,8
807,4
808,7
809,7
810,2
811,2
812,7
813,2
814,0
815,8
816,9
817,5
818,8
819,0
820,6
821,2
822,0
823,8
824,7
825,3
826,7
827,6
828,5
829,0
830,1
831,8
832,2
833,2
834,5
835,1
836,1
837,2
838,9
839,2
840,7
841,0
842,7
843,2
844,1
845,0
846,2
847,0
848,2
849,4
850,7
851,1
852,8
853,1
854,0
855,7
856,7
857,0
858,7
859,8
860,4
861,6
862,6
863,5
864,0
865,1
866,6
867,7
868,0
869,1
870,3
871,1
872,4
873,2
874,3
875,8
876,4
877,2
878,2
879,7
880,8
881,4
882,0
883,1
884,1
885,8
886,0
887,1
888,1
889,6
890,8
891,6
892,7
893,7
894,1
895,1
896,6
897,7
898,7
899,5
900,2
901,6
902,6
903,5
904,0
905,7
906,1
907,6
908,8
909,8
910,5
911,3
912,2
913,4
914,0
915,1
916,0
917,8
918,8
919,0
920,6
921,9
922,1
923,9
924,0
925,5
926,8
927,6
928,0
929,0
930,4
931,2
932,1
933,2
934,7
935,2
936,2
937,5
938,1
939,8
940,9
941,1
942,7
943,6
944,0
945,0
946,0
947,1
948,8
949,8
950,3
951,9
952,6
953,1
954,4
955,7
956,0
957,5
958,7
959,8
960,1
961,1
962,1
963,6
964,6
965,6
966,6
967,8
968,1
969,1
970,1
971,4
972,6
973,1
974,0
975,0
976,6
977,8
978,1
979,1
980,2
981,1
982,7
983,4
984,7
985,8
986,3
987,1
988,0
989,0
990,1
991,7
992,8
993,7
994,6
995,3
996,8
997,1
998,3
999,8
1000,5
1001,0
1002,0
1003,4
1004,8
1005,1
1006,1
1007,8
1008,1
1009,6
1010,0
1011,8
1012,6
1013,1
1014,6
1015,4
1016,1
1017,6
1018,0
1019,5
1020,1
1021,1
1022,0
1023,0
1024,3
1025,5
1026,0
1027,0
1028,6
1029,6
1030,3
1031,5
1032,6
1033,3
1034,6
1035,0
1036,0
1037,7
1038,2
1039,2
1040,2
1041,5
1042,2
1043,7
1044,8
1045,5
1046,2
1047,1
1048,1
1049,1
1050,0
1051,2
1052,0
1053,5
1054,1
1055,5
1056,9
1057,7
1058,6
1059,8
1060,9
1061,1
1062,6
1063,4
1064,9
1065,1
1066,1
1067,0
1068,9
1069,6
1070,3
1071,6
1072,0
1073,7
1074,2
1075,8
1076,0
1077,0
1078,0
1079,6
1080,6
1081,6
1082,1
1083,2
1084,5
1085,4
1086,4
1087,6
1088,5
1089,6
